key,bugs, classes, code_smells, comment_lines, comment_lines_density, confirmed_issues, directories, duplicated_blocks, duplicated_lines, duplicated_lines_density, false_positive_issues, files, functions, lines, ncloc, ncloc_language_distribution, open_issues, reliability_rating, reliability_remediation_effort, reopened_issues, security_rating, sqale_debt_ratio, sqale_index, sqale_rating, violations, vulnerabilities
io.andromeda.pippo:pippo-shariff-parent,0,18,20,85,5.9,0,6,0,0,0,0,21,48,1902,1364,java=595;xml=769,30,1,0,0,2,0.4,158,1,30,10
de.thatsich:autosort-parent,2,20,8,73,5.5,0,17,0,0,0,0,27,88,1659,1255,java=909;xml=346,10,5,10,0,1,0.2,70,1,10,0
activemq-protobuf_180401,11,39,399,780,10.9,0,2,143,3058,33.9,0,34,537,9014,6384,java=6384,418,3,110,0,2,2.5,4812,1,418,8
activemq_180410,529,2562,8603,38398,15.4,0,213,2564,88345,23.4,0,2355,24784,376919,211606,java=211064;web=542,9348,5,3908,0,5,0,99317,1,9348,216
activemq-apollo_180410,38,350,1583,2885,11.8,0,45,168,1894,5,0,315,2272,37564,21623,java=21578;web=45,1677,5,225,0,2,1.8,11355,1,1677,56
activemq-artemis_180410,221,1933,6072,20458,10.1,0,342,467,10396,3.6,0,1594,21105,289297,181415,java=181398;web=17,6556,5,2556,0,5,1.4,77317,1,6556,263
activemq-protobuf_180410,11,39,399,780,10.9,0,2,143,3058,33.9,0,34,537,9014,6384,java=6384,418,3,110,0,2,2.5,4812,1,418,8
ambari_180410,400,4360,9519,50863,14.1,0,417,1325,37776,7.1,0,3594,29052,534906,308634,java=308634,10606,5,3475,0,5,1,94960,1,10606,687
ant-ivy_180410,59,670,1361,7190,11.8,0,82,41,804,1,0,527,5708,84400,53583,java=52040;web=40;xml=1503,1461,5,570,0,5,1,15817,1,1461,41
apex-core_180410,88,749,1470,5479,9.8,0,49,168,2005,2.7,0,344,3673,73940,50473,java=50473,1855,5,1145,0,2,1.5,22086,1,1855,297
archiva_180410,29,553,1219,11912,17.5,0,112,90,2378,2.8,0,519,4624,85882,56274,java=56274,1269,5,310,0,5,0.6,10684,1,1269,21
aries_180410,384,1693,6137,18354,13.9,0,297,394,14452,7.6,0,1442,11173,189679,113847,java=113743;web=104,6731,5,2862,0,5,1.5,51176,1,6731,210
asterixdb_180410,157,4724,5822,24448,7.5,0,485,1155,18548,4,0,4089,26023,466664,303079,java=303079,6225,5,1633,0,5,0.7,66358,1,6225,246
aurora_180410,21,736,348,4430,12.2,0,62,8,176,0.3,0,399,2712,52203,31997,java=31997,370,4,215,0,2,0.3,2853,1,370,1
avro_180410,132,598,1066,7728,18.4,0,40,83,1334,2.3,0,370,3740,57595,34268,java=32796;js=496;web=976,1219,5,663,0,2,1.1,11716,1,1219,21
axis2-java_180410,438,1900,12073,48339,17.7,0,372,906,25438,6.9,0,1816,15762,370266,224656,java=205010;web=371;xml=19275,12792,5,3781,0,5,1.6,110475,1,12792,281
bigtop_180410,12,146,391,285,4.7,0,28,27,263,2.7,0,136,505,9867,5826,java=5826,425,5,60,0,2,2.5,4386,1,425,22
bookkeeper_180410,73,1640,3012,19843,15.3,0,194,199,3842,2.1,0,1241,9723,183492,109438,java=109438,3128,5,585,0,5,0.9,28500,1,3128,43
brooklyn-server_180410,177,2424,7191,21537,12.3,0,242,129,2353,1,0,1442,16653,239437,154181,java=154181,7608,5,1997,0,5,1.4,63061,1,7608,240
calcite_180410,95,2440,5275,44763,20.1,0,78,160,3068,1,0,1492,16113,297378,178146,java=178146,5473,5,922,0,5,0.9,50174,1,5473,103
camel_180410,795,8671,15484,86003,12.7,0,1367,4700,125189,12.7,0,7574,69197,986067,588897,java=587740;web=1157,16430,5,4796,0,5,1.1,194511,1,16430,151
cassandra_180410,185,3067,5884,27719,11.2,0,113,148,2814,0.8,0,1711,20797,331507,220086,java=220086,6567,5,1982,0,5,0.9,56234,1,6567,498
cayenne_180410,169,2458,4407,22939,12.7,0,206,1041,14439,5.1,0,2207,17003,284872,158060,java=157862;web=198,4687,5,1271,0,5,1.4,65104,1,4687,111
chemistry-opencmis_180410,70,1113,2529,17545,14.9,0,86,1261,16391,9.7,0,877,8266,168180,100573,java=100483;web=90,2658,3,465,0,5,1.5,46082,1,2658,59
chukwa_180410,131,455,2659,3818,10.2,0,63,216,2934,5.7,0,356,2171,51239,33619,java=33619,3098,5,1225,0,5,2.3,23107,1,3098,308
clerezza_180410,15,175,385,1709,17.9,0,22,6,154,1,0,148,807,14986,7853,java=7818;web=35,401,5,140,0,2,1.2,2778,1,401,1
cocoon_180410,262,2824,8939,55339,22.8,0,463,579,18539,5.2,0,2383,18264,358446,187326,java=187326,9551,5,2621,0,5,1.4,80432,1,9551,350
commons-codec_180410,13,81,274,5845,41.2,0,7,14,315,1.6,0,71,711,19099,8356,java=8246;web=110,287,3,40,0,1,1.2,3075,1,287,0
commons-collections_180410,39,473,607,19998,41,0,19,182,3212,4.6,0,324,4103,69423,28746,java=28652;web=94,647,3,319,0,2,1,8413,1,647,1
commons-compress_180410,60,273,546,10434,30.7,0,28,28,738,1.6,0,228,2235,47370,23506,java=23215;web=291,608,5,171,0,2,0.8,5938,1,608,2
commons-crypto_180410,2,50,187,2349,41.2,0,8,4,166,2,0,46,371,8484,3351,java=3351,189,3,20,0,1,1.4,1370,1,189,0
commons-csv_180410,0,12,43,1474,47.5,0,1,0,0,0,0,11,164,4279,1632,java=1632,43,1,0,0,1,0.6,311,1,43,0
commons-exec_180410,5,34,102,1140,38.9,0,4,0,0,0,0,32,213,4681,1787,java=1787,108,3,80,0,2,1.8,941,1,108,1
commons-functor_180410,5,194,272,4911,40.3,0,13,34,688,3.3,0,193,1111,20683,7286,java=7286,277,2,25,0,1,0.8,1855,1,277,0
commons-imaging_180410,69,394,1437,5062,13.9,0,42,128,1568,3.2,0,343,2105,49266,31323,java=31323,1522,4,425,0,2,1.4,13319,1,1522,16
com.bitofcode:work-shift-backend,0,11,0,0,0,0,4,0,0,0,0,11,39,304,225,java=225,0,1,0,0,1,0,0,1,0,0
commons-io_180410,42,126,293,10841,51,0,7,22,950,3.2,0,127,1235,29643,10429,java=10063;web=366,338,5,226,0,2,1.1,3344,1,338,3
commons-jcs_180410,115,436,1194,17391,30.7,0,100,79,2739,3.7,0,402,3243,73653,39348,java=39240;web=108,1329,5,842,0,2,0.8,8974,1,1329,20
commons-lang_180410,27,223,687,31109,53.1,0,13,89,1522,1.9,0,152,3100,78296,27472,java=27472,719,3,255,0,2,1.3,10821,1,719,5
commons-math_180410,122,938,1918,52888,38.1,0,72,216,5434,2.9,0,825,7036,186269,86082,java=86082,2041,5,790,0,2,0.8,19743,1,2041,1
commons-proxy_180410,0,118,87,764,17.6,0,16,2,56,0.8,0,60,369,6784,3584,java=3584,89,1,0,0,2,0.5,573,1,89,2
commons-validator_180410,154,76,223,6922,44.3,0,5,10,358,1.8,0,71,726,19392,8692,java=7643;web=1007;xml=42,377,3,312,0,1,0.7,1932,1,377,0
commons-vfs_180410,19,295,558,6402,25.5,0,33,16,367,0.9,0,300,2339,39475,18700,java=18495;web=109;xml=96,585,5,227,0,2,1,5495,1,585,8
cordova-amazon-fireos_180410,26,148,578,3131,18.2,0,10,0,0,0,0,100,1448,22642,14101,java=13852;js=141;web=24;xml=84,645,5,290,0,2,0.9,3992,1,645,41
cordova-plugin-compat_180410,0,2,6,46,35.9,0,1,0,0,0,0,2,5,210,82,java=82,8,1,0,0,2,3,74,1,8,2
cordova-plugin-inappbrowser_180410,2,4,40,168,14.4,0,1,2,30,2.1,0,3,33,1428,998,java=998,42,3,20,0,1,1.3,401,1,42,0
cordova-plugin-whitelist_180410,0,2,6,5,3.8,0,1,0,0,0,0,1,16,162,126,java=126,6,1,0,0,1,2.1,80,1,6,0
crunch_180410,30,910,1667,5329,10.3,0,79,215,5225,6.9,0,602,4787,75263,46361,java=46361,1751,5,320,0,2,1.2,17062,1,1751,54
curator_180410,15,551,863,5792,16.5,0,49,45,1145,2.2,0,484,2803,52930,29375,java=29375,882,3,195,0,2,1.2,10699,1,882,4
cxf_180410,477,4394,10977,26710,6.7,0,731,1215,24897,4.5,0,3893,33401,558353,374075,java=371333;web=173;xml=2569,11806,5,4647,0,5,1.1,124129,1,11806,352
deltaspike_180410,28,890,1154,6315,12.9,0,183,25,756,1,0,777,3574,76385,42763,java=42763,1185,5,305,0,5,0.7,8612,1,1185,3
derby_180410,873,1935,17709,172394,31.6,0,180,594,16283,2.2,0,1898,27226,738656,372666,java=359117;plsql=1391;web=2759;xml=9399,19228,5,8777,0,5,1.2,136991,1,19228,646
com.drone.driver.milfist,0,4,0,25,24.8,0,2,0,0,0,0,4,8,155,76,java=76,0,1,0,0,1,0,0,1,0,0
directmemory_180410,10,106,193,2030,21.1,0,24,10,420,3.4,0,107,901,12518,7609,java=7609,210,3,95,0,2,0.6,1406,1,210,7
directory-kerby_180410,55,1012,1190,7356,13,0,116,136,3400,3.8,0,833,5760,88679,49191,java=49191,1292,5,575,0,5,1,14329,1,1292,47
directory-server_180410,96,1379,3465,35501,22,0,267,412,14969,5.9,0,1409,9219,254375,125858,java=125858,3633,5,1059,0,5,0.9,34916,1,3633,72
empire-db_180410,82,571,2220,13364,20.9,0,87,302,7547,8.9,0,470,5077,84599,50605,java=50370;web=235,2440,5,275,0,5,1.2,18196,1,2440,138
falcon_180410,63,711,1637,6812,8.9,0,134,97,1709,1.7,0,568,6151,102724,69643,java=69643,1727,5,600,0,5,0.8,17191,1,1727,27
felix_180410,542,3773,20511,94476,20.6,0,573,2458,185076,30,0,3077,26939,617360,364347,java=364347,21682,5,5581,0,5,1.8,192359,1,21682,629
flex-blazeds_180410,38,483,1431,15332,23.6,0,63,124,3186,3.4,0,483,4106,94139,49696,java=49696,1681,5,445,0,5,1,15132,1,1681,212
com.gefa.ekf:fit-service-app,8,92,126,75,3.1,0,41,27,730,21.6,0,94,227,3375,2360,java=2051;xml=309,149,5,45,0,2,1.7,1198,1,149,15
flink_180410,307,5100,10982,78997,20.3,0,508,2495,34353,5.9,0,3666,29526,581489,310651,java=310651,11775,5,3506,0,5,1.6,148169,1,11775,486
flume_180410,94,760,1901,7238,12.7,0,67,274,4435,5.8,0,422,4247,76808,49668,java=49668,2101,5,1105,0,5,1.2,17361,1,2101,106
ftpserver_180410,42,210,422,4222,24.4,0,28,41,1313,4.6,0,217,1269,28435,13097,java=13017;web=80,473,5,224,0,5,1,4120,1,473,9
giraph_180410,196,1574,1651,26080,24,0,142,206,6139,3.7,0,1384,8661,166471,82536,java=82536,1876,5,2229,0,2,0.6,16072,1,1876,29
gora_180410,37,308,1215,5476,16.3,0,82,158,3650,7.5,0,306,3117,48789,28201,java=28201,1302,5,397,0,5,1.3,11113,1,1302,50
groovy_180410,281,1850,6964,44326,20.6,0,134,4541,9957,3.5,0,1310,18842,288115,170884,java=170480;web=404,7505,5,2066,0,5,2.1,107842,1,7505,260
hadoop_180410,1143,9320,22844,178423,8.9,0,657,3555,94568,4,0,6274,80893,2350215,1817686,java=826156;py=71;web=1299;xml=990160,24426,5,12478,0,5,0.4,236721,1,24426,439
hadoop-common_180410,967,5845,16088,90422,16,0,388,1995,20502,2.7,0,3741,46438,752991,473072,java=471422;py=71;web=1568;xml=11,17312,5,10153,0,5,1.1,150465,1,17312,257
hadoop-hdfs_180410,160,518,2790,11753,16.1,0,21,177,3828,4.2,0,266,5603,91019,61358,java=61334;web=13;xml=11,2992,5,1755,0,2,1.2,22060,1,2992,42
hadoop-mapreduce_180410,479,1452,5903,26853,19,0,79,155,4143,2.2,0,903,9914,190035,114256,java=112904;py=71;web=1225;xml=56,6536,5,5050,0,5,1.4,47211,1,6536,154
hama_180410,153,574,1714,7862,16.7,0,40,91,3108,4.7,0,366,3968,66702,39272,java=39217;web=55,1950,5,1610,0,2,1.3,14737,1,1950,83
harmony_180410,824,5957,43603,163350,22.6,0,340,7153,83517,8.8,0,4042,56316,953100,560650,java=560553;web=97,45386,5,7925,0,5,2.3,391290,1,45386,959
hbase_180410,458,4289,8574,78527,16.8,0,195,2082,45692,7.6,0,2085,37606,600604,387892,java=387800;web=92,9186,5,5827,0,5,0.9,100803,1,9186,154
salasd-dev,0,1,1,2,0.7,0,7,0,0,0,0,10,1,292,274,java=10;xml=264,1,1,0,0,1,4.7,390,1,1,0
hcatalog_180410,70,254,1054,3608,15.2,0,32,45,807,2.4,0,203,1786,33674,20105,java=20105,1211,5,957,0,2,1.3,7974,1,1211,87
helix_180410,118,718,4732,15894,21.4,0,55,115,2631,2.8,0,522,4721,92756,58237,java=58237,5023,5,1175,0,2,1.6,28121,1,5023,173
httpclient_180410,19,537,792,5672,13.5,0,40,109,2536,3.9,0,479,3086,65526,36442,java=36346;web=96,827,5,110,0,5,0.9,9696,1,827,16
httpcore_180410,9,591,745,5486,12.8,0,42,178,3536,5.1,0,557,3557,69443,37264,java=37264,759,5,90,0,2,0.8,9215,1,759,5
incubator-asterixdb-hyracks_180410,114,1997,4108,6532,5.4,0,246,426,7672,4.3,0,1709,10874,177643,115065,java=115065,4526,5,1480,0,2,1.1,36298,1,4526,304
incubator-atlas_180410,76,799,1594,6169,8.6,0,119,140,2895,2.8,0,598,6384,101807,65177,java=65177,1742,5,667,0,5,0.9,18350,1,1742,72
ch.juventus:spring-boot-rest-web,0,17,11,5,0.9,0,5,0,0,0,0,16,66,751,583,java=510;xml=73,11,1,0,0,1,0.5,95,1,11,0
incubator-beam_180410,86,3291,4662,32838,17.8,0,169,179,3418,1.3,0,1592,16195,258089,151426,java=151426,4766,5,812,0,2,1.3,57054,1,4766,18
incubator-blur_180410,323,3103,18960,19348,8.3,0,103,2281,174478,60.8,0,875,22554,286861,212551,java=212551,20058,5,4009,0,5,2.2,139663,1,20058,775
incubator-brooklyn_180410,162,2382,7562,19738,11.7,0,266,159,3003,1.3,0,1550,16413,235010,149200,java=149200,7949,5,1875,0,5,1.4,61840,1,7949,225
incubator-datafu_180410,10,227,1028,4014,21.7,0,26,111,2454,9.1,0,186,1032,26867,14452,java=14452,1063,5,110,0,2,2.3,10004,1,1063,25
incubator-distributedlog_180410,91,608,1484,8077,14.7,0,79,52,883,1.2,0,500,4027,76653,47015,java=47015,1580,5,1295,0,2,0.9,12455,1,1580,5
incubator-edgent_180410,27,307,527,9085,40.5,0,87,14,269,0.8,0,324,1646,35011,13365,java=13191;web=174,559,5,304,0,5,1.3,5182,1,559,5
incubator-fineract_180410,216,3120,7135,8453,3.6,0,577,1349,20781,6.1,0,2768,17877,340371,226374,java=226374,7468,5,1625,0,5,1.1,72535,1,7468,117
mx.com.allianz:daf-core-services-parent:master,6,105,333,487,7.8,0,37,14,310,3.9,0,109,733,7861,5733,java=5406;xml=327,351,5,60,0,2,1.4,2465,1,351,12
incubator-fluo_180410,49,332,700,1726,8.6,0,38,62,1135,4,0,210,1801,28726,18282,java=18282,788,5,588,0,5,1.4,7933,1,788,39
incubator-freemarker_180410,93,971,2044,12538,18.8,0,18,303,3572,3.9,0,551,5251,92441,54157,java=53995;web=162,2153,5,654,0,2,1.7,27626,1,2153,16
mx.com.allianz:daf-core-services-parent:daf,6,105,333,487,7.8,0,37,14,310,3.9,0,109,733,7861,5733,java=5406;xml=327,351,5,60,0,2,1.4,2465,1,351,12
incubator-gossip_180410,25,120,180,408,7.6,0,20,18,251,3,0,98,647,8417,4963,java=4963,205,5,340,0,1,1.1,1637,1,205,0
incubator-guacamole-client_180410,8,529,509,16104,41.9,0,94,85,1873,2.7,0,554,2609,68167,22366,java=22366,554,5,72,0,5,0.6,4040,1,554,37
incubator-htrace_180410,20,126,763,1081,9.4,0,11,61,1101,7.6,0,54,973,14562,10423,java=10423,815,3,290,0,2,1.6,4995,1,815,32
incubator-joshua_180410,231,318,4082,15900,24.4,0,39,301,11801,14.5,0,259,2360,81338,49202,java=49202,4499,5,1344,0,2,2.4,35616,1,4499,186
incubator-metron_180410,92,1223,2541,6845,10.4,0,183,190,3138,3.4,0,733,5886,92928,58893,java=58893,2752,5,905,0,2,1.4,24354,1,2752,119
incubator-mrql_180410,33,173,1699,1021,9.1,0,10,68,1119,7.7,0,111,1224,14602,10215,java=10215,1882,5,285,0,2,4.3,13168,1,1882,150
incubator-myriad_180410,2,132,161,728,9.5,0,20,13,271,2.3,0,120,731,11973,6921,java=6921,166,3,25,0,2,0.7,1518,1,166,3
incubator-predictionio-sdk-java_180410,3,10,43,318,28.6,0,3,0,0,0,0,11,98,1527,792,java=792,47,5,35,0,2,0.9,225,1,47,1
incubator-predictionio-template-java-ecom-recommender_180410,0,21,8,5,0.5,0,2,0,0,0,0,20,87,1203,990,java=990,8,1,0,0,1,0.4,128,1,8,0
incubator-ranger_180410,298,1034,6718,10504,7.2,0,159,2759,26741,13.4,0,852,9874,200032,136326,java=136326,7244,5,3507,0,5,2.4,97122,1,7244,228
incubator-rya_180410,94,1414,3512,31496,26.4,0,218,348,9303,5.6,0,1035,7309,166849,87970,java=87970,3764,5,1220,0,5,1.3,33118,1,3764,158
incubator-s4_180410,7,153,455,1233,16.5,0,19,10,254,2,0,131,583,12480,6256,java=6256,468,5,60,0,2,1.6,2973,1,468,6
incubator-samoa_180410,43,396,2011,10964,28.4,0,59,128,2905,5.6,0,334,2957,51469,27679,java=27679,2348,5,400,0,2,1.6,13269,1,2348,294
incubator-slider_180410,42,662,2648,11547,13.7,0,54,471,11621,10.4,0,449,7933,111617,72704,java=72704,3064,5,456,0,5,1.1,23887,1,3064,374
incubator-systemml_180410,292,1626,11556,35111,16.2,0,64,787,14107,5.1,0,1015,12785,276022,182135,java=182135,12446,5,2339,0,2,1.7,94352,1,12446,598
incubator-tamaya_180410,6,106,228,2012,25,0,10,12,521,4.2,0,101,688,12395,6022,java=6022,243,5,70,0,2,1,1894,1,243,9
incubator-tez_180410,130,911,2512,8228,11.3,0,92,149,3061,3.2,0,545,5226,96399,64268,java=64101;py=71;web=96,2694,5,1540,0,2,1,19350,1,2694,52
incubator-wave_180410,120,2865,4947,39579,21.9,0,249,124,2192,0.8,0,1862,17757,276363,140913,java=140000;js=56;web=857,5164,5,878,0,5,0.7,29913,1,5164,97
isis_180410,180,3187,3378,22156,13.5,0,762,265,14933,5.5,0,2928,15498,272206,141473,java=132852;js=4326;web=3612;xml=683,3698,5,670,0,5,0.7,28192,1,3698,140
jackrabbit_180410,338,2550,9952,81987,26,0,213,1918,22445,5.1,0,2127,20916,441481,233908,java=233908,10449,5,4061,0,5,1.5,106027,1,10449,159
jackrabbit-filevault_180410,26,525,1639,9880,19,0,42,228,1165,1.6,0,452,3718,74004,42178,java=42178,1786,5,260,0,5,1.3,17050,1,1786,121
jackrabbit-oak_180410,215,2971,5089,35166,13.3,0,262,346,6236,1.7,0,2229,21149,367247,229435,java=229435,5470,5,2224,0,5,0.7,47391,1,5470,166
james-hupa_180410,12,484,711,1313,6.7,0,41,25,647,2,0,412,2014,31708,18383,java=16339;web=37;xml=2007,768,5,80,0,5,1.1,5953,1,768,45
james-mime4j_180410,6,220,339,4226,22.9,0,29,48,2307,8.3,0,192,1623,27747,14263,java=14263,372,5,35,0,2,1.1,4907,1,372,27
james-project_180410,138,2853,3226,21736,12.5,0,448,476,8888,3.3,0,2323,16906,268229,152706,java=152647;web=59,3470,5,1777,0,5,0.8,38826,1,3470,106
jclouds_180410,77,5023,3913,28766,12.2,0,753,452,10362,2.8,0,3210,26687,363686,206360,java=206360,4077,5,775,0,5,0.8,51854,1,4077,87
jena_180410,381,4737,19296,86192,20.6,0,399,2960,75409,12.7,0,4134,39063,594388,332552,java=329970;web=506;xml=2076,20724,5,3760,0,5,1.7,169342,1,20724,1047
jmeter_180410,42,1230,1937,31734,22.8,0,147,253,4702,2.4,0,1074,10212,192024,107202,java=106881;web=259;xml=62,1986,5,274,0,5,0.8,25646,1,1986,7
jspwiki_180410,58,444,2386,16024,27.2,0,48,43,862,1,0,419,2712,85214,42865,java=42398;web=467,2526,5,309,0,5,1,12594,1,2526,82
kafka_180410,84,1779,2261,25607,19.6,0,97,97,2685,1.5,0,1182,10923,182074,105134,java=105134,2429,5,907,0,5,0.8,25150,1,2429,84
karaf_180410,127,1261,4476,8970,8.6,0,281,548,13765,9.5,0,1082,7648,145119,95833,java=95833,4793,5,1315,0,5,1.9,55531,1,4793,190
karaf-cellar_180410,23,307,868,1779,9,0,79,282,3844,13.2,0,297,1459,29080,17921,java=17921,907,5,270,0,5,2.2,11567,1,907,16
knox_180410,45,1004,1770,3696,7.5,0,189,210,3335,4.5,0,776,4955,74628,45804,java=45804,1870,5,517,0,5,1.2,16636,1,1870,55
kylin_180410,107,1459,4927,8564,6.8,0,153,229,5552,3.2,0,1092,11379,174264,117279,java=117279,5277,5,1134,0,5,1.2,42421,1,5277,243
lens_180410,101,794,1647,11772,16.1,0,110,24,508,0.5,0,638,5924,106813,61302,java=61302,1759,5,1016,0,5,0.8,15068,1,1759,11
lenya_180410,37,671,2341,11549,21.6,0,159,67,3926,4.7,0,641,4578,84010,41986,java=41986,2402,5,445,0,5,1.6,19676,1,2402,24
log4j_180410,103,282,1594,10049,31.3,0,43,52,4759,10.3,0,290,1900,46401,22092,java=20805;web=249;xml=1038,1753,5,521,0,5,2.2,14413,1,1753,56
logging-log4j2_180410,120,1411,2227,25191,23.3,0,125,247,6180,4,0,1078,9817,155993,82727,java=82727,2461,5,1200,0,2,1.1,28393,1,2461,114
mahout_180410,133,1142,1661,15791,16.3,0,164,316,6254,4.6,0,911,7156,136564,81216,java=81216,1828,5,1135,0,5,0.8,19717,1,1828,34
manifoldcf_180410,344,1596,12880,49380,20.2,0,175,3150,64314,22.1,0,1053,11740,290368,194821,java=194821,13601,5,5135,0,5,2.8,161771,1,13601,377
marmotta_180410,188,1433,4879,40351,30.1,0,416,626,15418,7.5,0,1347,10047,206319,93749,java=92754;web=995,5135,5,1850,0,5,1.9,53469,1,5135,68
maven_180410,31,782,1883,16783,21.6,0,134,96,2788,2.8,0,701,5563,101032,60916,java=60916,1929,5,415,0,5,0.9,15990,1,1929,15
maven-archetype_180410,8,95,490,3533,21.5,0,21,12,312,1.5,0,94,819,20676,12918,java=12909;web=9,505,5,75,0,2,0.9,3654,1,505,7
maven-enforcer_180410,1,55,177,1779,26.4,0,6,2,87,1,0,52,359,8722,4972,java=4972,178,3,15,0,1,0.8,1139,1,178,0
maven-indexer_180410,9,195,519,4355,23,0,21,14,507,2.1,0,166,1215,24721,14565,java=14565,541,3,72,0,2,0.9,4028,1,541,13
maven-release_180410,4,149,303,3356,22.1,0,33,24,845,4.3,0,146,951,19658,11829,java=11829,312,3,55,0,2,0.7,2554,1,312,5
maven-scm_180410,24,615,1197,16739,25.9,0,317,188,4433,5.2,0,600,3160,85206,47992,java=47992,1257,5,300,0,5,0.7,9694,1,1257,36
maven-shared_180410,20,406,1075,15404,31.5,0,81,58,2574,3.9,0,390,2873,65241,33536,java=33536,1104,5,255,0,2,0.9,9038,1,1104,9
maven-surefire_180410,33,322,631,6553,19.1,0,37,40,1651,3.9,0,277,2725,42860,27698,java=27691;web=7,667,5,390,0,2,0.6,4991,1,667,3
maven-wagon_180410,12,101,414,2875,21.4,0,26,2,36,0.2,0,99,818,17638,10573,java=10573,434,3,140,0,5,0.9,2740,1,434,8
metamodel_180410,39,552,1706,5002,12.2,0,44,52,1441,2.3,0,563,3874,62627,36083,java=36083,1760,5,452,0,5,0.9,9555,1,1760,15
mina_180410,18,249,257,2989,21.9,0,44,26,692,2.9,0,212,1285,23686,10661,java=10661,281,5,225,0,2,0.7,2220,1,281,6
org.sonarqube:adocoes-android,10,95,433,427,6.2,0,33,19,367,4.2,0,148,412,8770,6509,java=4173;web=173;xml=2163,457,3,75,0,2,3.9,7667,1,457,14
mina-sshd_180410,70,841,1518,11530,15.2,0,119,139,2668,2.5,0,736,6299,108584,64342,java=64293;web=49,1640,5,615,0,5,1,18954,1,1640,52
mrunit_180410,93,46,247,1574,26.9,0,11,14,1184,14,0,43,490,8437,4287,java=4084;web=203,340,3,1800,0,1,1.4,1846,1,340,0
myfaces_180410,150,1466,6781,26609,16.3,0,96,706,25314,11.4,0,1229,10574,221845,136757,java=136596;web=161,7111,5,1395,0,5,1.2,50893,1,7111,180
nifi_180410,357,3892,7154,38147,10.3,0,663,1391,31952,6.2,0,3373,26112,517740,332475,java=332475,7659,5,3636,0,5,0.9,88576,1,7659,148
nifi-minifi_180410,26,225,501,1020,5.7,0,58,27,454,1.8,0,202,1445,25537,16911,java=16911,549,5,302,0,5,1.1,5530,1,549,22
nutch_180410,182,567,2484,8789,16,0,114,199,6029,8,0,507,3054,75420,46051,java=45265;web=786,2761,5,1121,0,2,2,26974,1,2761,95
ode_180410,157,1330,4813,11539,13.3,0,116,143,3566,2.7,0,1053,8077,130513,75319,java=75151;web=168,5268,5,1474,0,5,1.4,32135,1,5268,298
odftoolkit_180410,105,2731,7017,66242,25.5,0,85,8186,180608,42.5,0,2309,26113,424557,193391,java=193391,7127,5,955,0,2,2.3,134088,1,7127,5
ofbiz_180410,550,1753,17253,26455,10.1,0,203,1357,21160,6.5,0,1051,14576,325555,236614,java=236609;js=5,18325,5,5591,0,5,2.8,195374,1,18325,522
olingo-odata2_180410,66,759,1692,9264,15.6,0,85,132,5118,5.6,0,688,5172,90945,50251,java=50251,1782,5,1280,0,2,0.9,12942,1,1782,24
olingo-odata4_180410,164,1482,3435,12527,10.9,0,190,893,18329,10.8,0,1328,8907,169595,102677,java=102677,3607,5,1348,0,2,1.1,34604,1,3607,8
oltu_180410,0,183,260,565,7.8,0,52,22,547,4,0,171,819,13559,6663,java=6663,261,1,0,0,5,1.3,2562,1,261,1
oodt_180410,248,1085,5373,19778,18.2,0,208,786,10757,6.8,0,1099,7583,159355,88738,java=80623;js=5975;web=2140,5838,5,2468,0,5,2,53979,1,5838,217
oozie_180410,127,906,4645,12891,12.9,0,67,234,5016,3.7,0,688,7261,135620,86733,java=86733,4863,5,1360,0,5,1.6,42704,1,4863,91
openjpa_180410,343,2056,13107,41881,15.5,0,82,959,19036,5.1,0,1584,26441,373632,227595,java=225669;plsql=1386;web=411;xml=129,14139,5,3233,0,5,1.5,103251,1,14139,689
gastronomiaApi:gastronomiaApi,7,49,210,14224,48.6,0,16,0,0,0,0,60,1812,37439,15065,java=2078;js=12809;web=25;xml=153,240,5,32,0,5,0.3,1485,1,240,23
openmeetings_180410,301,624,1283,18391,13.1,0,110,55,1240,0.7,0,730,7672,169851,122388,java=50113;js=38140;web=3687;xml=30448,1603,4,1049,0,5,0.3,10611,1,1603,19
opennlp_180410,56,854,4550,11035,17,0,84,898,9080,9.7,0,730,3778,93425,53915,java=53841;web=74,4649,5,390,0,2,3.9,63359,1,4649,43
parquet-format_180410,0,27,46,90,11.8,0,2,0,0,0,0,7,141,1110,671,java=671,46,1,0,0,1,1.3,264,1,46,0
parquet-mr_180410,68,914,1950,7083,12.4,0,99,102,2043,2.5,0,511,5709,80737,49847,java=49847,2053,5,735,0,2,1,14797,1,2053,35
pivot_180410,187,1456,2994,15915,14.1,0,83,838,13865,8.5,0,820,10696,163184,97211,java=96730;js=86;web=384;xml=11,3230,5,1329,0,2,1.2,35427,1,3230,49
poi_180410,341,3720,21450,90922,20.7,0,237,1247,21228,3.5,0,2930,37439,614298,348795,java=348223;web=572,21962,5,2604,0,5,1.6,164329,1,21962,171
qpid_180410,17,108,1098,5907,33.2,0,9,20,331,1.4,0,103,733,23939,11866,java=11866,1118,5,220,0,5,2.1,7455,1,1118,3
qpid-java_180410,17,108,1098,5907,33.2,0,9,20,331,1.4,0,103,733,23939,11866,java=11866,1118,5,220,0,5,2.1,7455,1,1118,3
