id,projectKey,bugs,classes,code_smells,comment_lines,comment_lines_density,confirmed_issues,directories,duplicated_blocks,duplicated_lines,duplicated_lines_density,false_positive_issues,files,functions,lines,ncloc_java,open_issues,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,sqale_debt_ratio,sqale_index,sqale_rating,violations,vulnerabilities,total_issues,design_issues,squid:S3422,squid:S2975,squid:S2638,squid:S2221,squid:S2166,squid:S2157,squid:S2147,squid:S2134,squid:S2068,squid:S1696,squid:S1610,squid:S1609,squid:S1598,squid:S1226,squid:S1199,squid:S1193,squid:S1188,squid:S1182,squid:S1181,squid:S1166,squid:S1165,squid:S1163,squid:S1161,squid:S106,squid:S00107,squid:S00104,squid:MethodCyclomaticComplexity,squid:ClassVariableVisibilityCheck,squid:ClassCyclomaticComplexity,squid:S1695,squid:S1160,squid:S2059,squid:S2693,squid:S2438,squid:S1118,squid:S3398,squid:S2062,squid:S2077,squid:S2095,javascript:Eval,squid:ObjectFinalizeOverridenCheck,squid:RedundantThrowsDeclarationCheck,squid:S00112,squid:S1133,squid:S1148,squid:S1170,squid:S1185,squid:S1192,squid:S1194,squid:S1210,squid:S1214,squid:S1217,squid:S1220,squid:S1221,squid:S1301,squid:S1313,squid:S1444,squid:S1488,squid:S1848,squid:S1860,squid:S1862,squid:S1872,squid:S1873,squid:S2142,squid:S2236,squid:S2273,squid:S2276,squid:S2386,squid:S2696,squid:S2737,squid:S2885,squid:S2222,AVGsquid:S00104,AVGsquid:S00107,AVGsquid:S00112,AVGsquid:MethodCyclomaticComplexity,AVGsquid:ClassVariableVisibilityCheck,AVGsquid:ObjectFinalizeOverridenCheck,AVGsquid:S1118,AVGsquid:RedundantThrowsDeclarationCheck,AVGsquid:S1133,AVGsquid:S1160,AVGsquid:S1161,AVGsquid:S1165,AVGsquid:S1166,AVGsquid:S1182,AVGsquid:S1185,AVGsquid:S1188,AVGsquid:S1194,AVGsquid:S1199,AVGsquid:S1210,AVGsquid:S1217,AVGsquid:S1220,AVGsquid:S1221,AVGsquid:ClassCyclomaticComplexity,AVGsquid:S1444,AVGsquid:S1598,AVGsquid:S1609,AVGsquid:S1610,AVGsquid:S2059,AVGsquid:S2062,AVGsquid:S2134,AVGsquid:S2157,AVGsquid:S2166,AVGsquid:S2221,AVGsquid:S2222,AVGsquid:S2236,AVGsquid:S2273,AVGsquid:S2276,AVGsquid:S2386,AVGsquid:S2638,AVGsquid:S2693,AVGsquid:S2696,AVGsquid:S2885,AVGsquid:S2975,AVGsquid:S3398,AVGsquid:S3422,outliersquid:S00104,outliersquid:S00107,outliersquid:S00112,outliersquid:MethodCyclomaticComplexity,outliersquid:ClassVariableVisibilityCheck,outliersquid:ObjectFinalizeOverridenCheck,outliersquid:S1118,outliersquid:RedundantThrowsDeclarationCheck,outliersquid:S1133,outliersquid:S1160,outliersquid:S1161,outliersquid:S1165,outliersquid:S1166,outliersquid:S1182,outliersquid:S1185,outliersquid:S1188,outliersquid:S1194,outliersquid:S1199,outliersquid:S1210,outliersquid:S1217,outliersquid:S1220,outliersquid:S1221,outliersquid:ClassCyclomaticComplexity,outliersquid:S1444,outliersquid:S1598,outliersquid:S1609,outliersquid:S1610,outliersquid:S2059,outliersquid:S2062,outliersquid:S2134,outliersquid:S2157,outliersquid:S2166,outliersquid:S2221,outliersquid:S2222,outliersquid:S2236,outliersquid:S2273,outliersquid:S2276,outliersquid:S2386,outliersquid:S2638,outliersquid:S2693,outliersquid:S2696,outliersquid:S2885,outliersquid:S2975,outliersquid:S3398,outliersquid:S3422,inheritance,exception,vmsmell,interface,threading,complexity,ATDx
272,alexa-skills-kit-samples:quiz,0,20,54,13,1.6,0,5,2,28,1.3,0,21,48,1096,711,54,1,0,0,1,1,243,1,54,0,64,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,alexa-skills-kit-samples:songbird,0,18,50,49,6.3,0,4,2,125,10.2,0,19,59,1112,652,50,1,0,0,1,1.5,330,1,50,0,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,alexa-skills-kit-samples:soupit,1,30,144,35,1.9,0,5,27,375,13.2,0,31,98,2375,1748,177,3,10,0,2,3.5,1963,1,177,32,384,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,1,0,19,2,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,633.3333333,0,133.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,25.17162471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.714285714,0,0,0.119047619
275,alexa-skills-kit-samples:soupit:sprint3,0,33,46,114,6.9,0,5,0,0,0,0,34,114,2240,1451,46,1,0,0,1,0.7,313,1,46,0,145,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,alexa-skills-kit-samples:testyourbrain,2,25,43,40,3.3,0,3,4,60,2.2,0,26,84,1603,1054,47,4,15,0,2,1.1,380,1,47,2,143,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,alexa-skills-kit-samples:verkocht,0,27,0,73,5.7,0,4,0,0,0,0,28,93,1856,1142,0,1,0,0,1,0,0,1,0,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,37.03703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.129597198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,alexander-lloyd_compiler,101,121,456,2573,25.2,0,16,2,48,0.4,0,117,536,13559,7652,629,3,540,0,2,2.1,4865,1,629,72,635,425,0,0,0,0,0,0,0,0,0,0,0,0,0,89,112,0,0,0,0,0,0,0,39,54,0,0,0,34,0,0,0,0,0,0,8,0,0,0,0,0,0,1,35,0,2,0,0,2,0,0,0,0,0,0,3,0,34,2,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,4.57396759,0,280.9917355,0,66.11570248,0.130684788,0,0,72.76119403,0,0,0,0,0,0,14.63669629,0,0,0,0,0,280.9917355,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52892562,0,0,1.045478306,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.555555556,0.625,0,1.428571429,0,0.833333333,0.573743386
279,AlexBroadbent_ProgLang,1,94,62,442,11,0,17,12,161,2.1,0,95,366,5329,3378,63,2,15,0,1,0.6,671,1,63,0,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296033156,0,0,0,10.63829787,0,0,0,0,0,0,0,2.732240437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0.092592593
280,AlexDMartin_computer-database,36,54,94,678,5.1,0,21,10,126,0.8,0,70,419,15214,2040,161,5,256,0,2,0,729,1,161,31,187,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392157,0,0,0,0,0.490196078,0,0,23.86634845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0.092592593
281,alexibro_SonarDAW,26,32,55,41,2.3,0,6,0,0,0,0,29,165,2305,1636,97,5,270,0,5,0.7,342,1,97,16,192,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,1.222493888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0.119047619
282,alexibro_SonarEAS,1,53,69,500,18.7,0,8,2,14,0.4,0,42,175,3601,2153,70,5,15,0,1,1.2,777,1,70,0,295,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,11,0,0,0,0,5.714285714,0,0,0,0,94.33962264,0.464468184,0,0,0,0,0,0,0,0,0,1.393404552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.47169811,0,0,5.109150023,0,0,11.42857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.714285714,0,0.833333333,0.257936508
283,alexisdupuis_PixelController,69,204,774,5185,25.3,0,44,42,1001,2.8,0,188,1273,32054,14669,859,5,490,0,2,1.8,8095,1,859,16,894,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,37,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,20,3,0,3,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0.204512918,0,58.82352941,0,34.31372549,1.363419456,0,0,6.284367636,0,0,0,0,0,0,0,0,0,0,0,0,4.901960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409025837,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.555555556,0.625,0,1.428571429,0,0,0.434854497
284,alexisfr_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11546,1094,5,705,0,5,3.2,11532,1,1094,162,1094,326,0,1,0,0,0,0,10,0,38,0,0,0,0,0,0,2,0,4,0,0,0,0,0,49,0,0,0,29,0,0,0,0,0,2,9,3,0,1,29,0,0,1,8,0,61,4,0,22,0,0,2,0,0,0,0,0,23,15,0,0,0,0,0,9,0,0,0,0,1,1,2,0,0,0,0.692880651,0,104.6931408,0,32.49097473,0.086610081,0,0,0,0,0,14.44043321,0,0,0,0,0,0,0,0,0,83.03249097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086610081,7.220216606,3.610108303,3.584229391,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1.111111111,0.625,0.714285714,1.428571429,0.714285714,0,0.765542328
285,alexisfr-petclinic,0,24,7,168,15.5,0,7,0,0,0,0,26,91,1783,731,16,1,0,0,4,0.2,55,1,16,9,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.367989056,0,0,0,0,2.735978112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,alexsrosa_cadastro-service,0,36,13,81,7.9,0,13,14,232,12.9,0,36,138,1419,945,13,1,0,0,1,1.2,330,1,13,0,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.555555556,0,0.714285714,0,0,0,0.211640212
287,alexsrosa_importa-lotes,0,29,18,25,3.1,0,12,0,0,0,0,27,117,1129,794,19,1,0,0,2,1.2,282,1,19,1,22,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8.547008547,8.816120907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.4482759,0,0,0,0,0,0,0,0,0,0,0,0,0,3.778337531,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0,1.428571429,0,0,0.342261905
288,alexsrosa:cadastro-service,0,36,13,81,7.9,0,17,14,232,12,0,36,139,1425,950,13,1,0,0,1,1,280,1,13,0,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.555555556,0,0.714285714,0,0,0,0.211640212
289,alexsrosa:importa-lotes,0,29,21,25,3.1,0,12,0,0,0,0,27,117,1129,794,22,1,0,0,2,1.4,327,1,22,1,25,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8.547008547,11.33501259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.4482759,0,0,0,0,0,0,0,0,0,0,0,0,0,3.778337531,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0,1.428571429,0,0,0.342261905
290,alext-mkrs-mraa,0,77,534,4608,14.8,0,45,78,873,2.1,6,240,752,41684,548,534,1,0,0,1,0.7,5293,1,534,0,5858,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.4155844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,algoridc_RedSocialv2,21,13,162,291,7.1,0,11,50,869,11.4,0,31,152,6591,1648,190,3,179,0,5,1.5,1690,1,190,7,484,220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,15,59,0,0,27,0,82,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.80097087,0,384.6153846,0,76.92307692,9.101941748,0,0,6.578947368,0,0,0,0,0,0,0,6.578947368,0,0,0,0,384.6153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,1.25,0.714285714,0.714285714,0,0,0.631613757
292,Alikhano_cyberlife,0,104,54,584,7.5,0,15,21,524,5.1,0,138,642,10251,4564,56,1,0,0,1,0.2,344,1,56,0,233,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,1,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557632399,0.219106047,0,0,0,0,1.533742331,0,0,0,9.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,1.428571429,0,0,0.446428571
293,Alkolexa:Alkolexa,0,14,40,80,11.7,0,4,4,81,5.5,0,15,53,976,533,40,1,0,0,1,1.9,346,1,40,0,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.752345216,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,allure,0,9,14,69,6.6,0,2,0,0,0,0,10,56,1321,650,16,1,0,0,2,0.2,66,1,16,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538461538,0,0,17.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0.092592593
295,alon-e_iri,23,162,511,928,7.9,0,22,15,308,2.1,0,141,1086,14681,10229,588,5,235,0,5,1.9,6095,1,588,54,588,236,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,1,0,0,0,0,0,4,1,0,0,42,0,0,0,0,0,0,11,0,0,0,6,0,0,16,71,0,5,1,0,8,0,0,17,0,0,0,1,0,3,0,0,0,0,0,0,10,0,0,0,2,5,0,0,0,0,0.920810313,6.941049956,0,259.2592593,0,67.90123457,1.564180272,0,0,0,0,0,6.172839506,0,0,0,2.93283801,0,0,0,0,0,18.51851852,0,0,6.172839506,0,0,0,0,0,0,0,0,0,0,12.34567901,0,0,0.488806335,0,6.172839506,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.111111111,1.25,0.714285714,2.857142857,0,0.833333333,1.127645503
296,AlpfaConnectApp:app,0,9,72,88,4,0,9,0,0,0,0,29,25,2503,322,84,1,0,0,2,1.6,1031,1,84,12,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0.119047619
297,alpha-pim,0,10,0,15,2.8,0,9,0,0,0,0,18,30,670,261,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,altus:optiPOSWeb,649,111,1139,1100,3.7,0,26,363,4495,12.8,0,171,1916,34986,14679,1833,3,1319,0,4,1.3,10879,1,1833,45,2060,252,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,6,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,49,0,0,135,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,3.131524008,0.272498127,0,135.1351351,0,27.02702703,0.204373595,0,0,5.219206681,0,0,0,0,0,0,0,0,0,0,0,0,18.01801802,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01801802,0,0,0.136249063,9.009009009,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.555555556,0,0,1.428571429,0.714285714,0,0.44973545
