id,projectKey,bugs,classes,code_smells,comment_lines,comment_lines_density,confirmed_issues,directories,duplicated_blocks,duplicated_lines,duplicated_lines_density,false_positive_issues,files,functions,lines,ncloc_java,open_issues,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,sqale_debt_ratio,sqale_index,sqale_rating,violations,vulnerabilities,total_issues,design_issues,squid:S3422,squid:S2975,squid:S2638,squid:S2221,squid:S2166,squid:S2157,squid:S2147,squid:S2134,squid:S2068,squid:S1696,squid:S1610,squid:S1609,squid:S1598,squid:S1226,squid:S1199,squid:S1193,squid:S1188,squid:S1182,squid:S1181,squid:S1166,squid:S1165,squid:S1163,squid:S1161,squid:S106,squid:S00107,squid:S00104,squid:MethodCyclomaticComplexity,squid:ClassVariableVisibilityCheck,squid:ClassCyclomaticComplexity,squid:S1695,squid:S1160,squid:S2059,squid:S2693,squid:S2438,squid:S1118,squid:S3398,squid:S2062,squid:S2077,squid:S2095,javascript:Eval,squid:ObjectFinalizeOverridenCheck,squid:RedundantThrowsDeclarationCheck,squid:S00112,squid:S1133,squid:S1148,squid:S1170,squid:S1185,squid:S1192,squid:S1194,squid:S1210,squid:S1214,squid:S1217,squid:S1220,squid:S1221,squid:S1301,squid:S1313,squid:S1444,squid:S1488,squid:S1848,squid:S1860,squid:S1862,squid:S1872,squid:S1873,squid:S2142,squid:S2236,squid:S2273,squid:S2276,squid:S2386,squid:S2696,squid:S2737,squid:S2885,squid:S2222,AVGsquid:S00104,AVGsquid:S00107,AVGsquid:S00112,AVGsquid:MethodCyclomaticComplexity,AVGsquid:ClassVariableVisibilityCheck,AVGsquid:ObjectFinalizeOverridenCheck,AVGsquid:S1118,AVGsquid:RedundantThrowsDeclarationCheck,AVGsquid:S1133,AVGsquid:S1160,AVGsquid:S1161,AVGsquid:S1165,AVGsquid:S1166,AVGsquid:S1182,AVGsquid:S1185,AVGsquid:S1188,AVGsquid:S1194,AVGsquid:S1199,AVGsquid:S1210,AVGsquid:S1217,AVGsquid:S1220,AVGsquid:S1221,AVGsquid:ClassCyclomaticComplexity,AVGsquid:S1444,AVGsquid:S1598,AVGsquid:S1609,AVGsquid:S1610,AVGsquid:S2059,AVGsquid:S2062,AVGsquid:S2134,AVGsquid:S2157,AVGsquid:S2166,AVGsquid:S2221,AVGsquid:S2222,AVGsquid:S2236,AVGsquid:S2273,AVGsquid:S2276,AVGsquid:S2386,AVGsquid:S2638,AVGsquid:S2693,AVGsquid:S2696,AVGsquid:S2885,AVGsquid:S2975,AVGsquid:S3398,AVGsquid:S3422,outliersquid:S00104,outliersquid:S00107,outliersquid:S00112,outliersquid:MethodCyclomaticComplexity,outliersquid:ClassVariableVisibilityCheck,outliersquid:ObjectFinalizeOverridenCheck,outliersquid:S1118,outliersquid:RedundantThrowsDeclarationCheck,outliersquid:S1133,outliersquid:S1160,outliersquid:S1161,outliersquid:S1165,outliersquid:S1166,outliersquid:S1182,outliersquid:S1185,outliersquid:S1188,outliersquid:S1194,outliersquid:S1199,outliersquid:S1210,outliersquid:S1217,outliersquid:S1220,outliersquid:S1221,outliersquid:ClassCyclomaticComplexity,outliersquid:S1444,outliersquid:S1598,outliersquid:S1609,outliersquid:S1610,outliersquid:S2059,outliersquid:S2062,outliersquid:S2134,outliersquid:S2157,outliersquid:S2166,outliersquid:S2221,outliersquid:S2222,outliersquid:S2236,outliersquid:S2273,outliersquid:S2276,outliersquid:S2386,outliersquid:S2638,outliersquid:S2693,outliersquid:S2696,outliersquid:S2885,outliersquid:S2975,outliersquid:S3398,outliersquid:S3422,inheritance,exception,vmsmell,interface,threading,complexity,ATDx
2470,de.egore911.freetext:freetext-web,1,31,32,60,2.5,0,15,6,106,3.6,0,47,211,2979,1376,33,3,0,0,1,0.7,496,1,33,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.138888889
2471,de.egore911.hexanalyzer:hexanalyzer-web,1,37,10,75,2.6,0,19,4,72,1.9,0,69,324,3802,1270,11,3,0,0,1,0.3,236,1,11,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,de.egore911.inout:inout-web,4,28,7,43,2.6,0,14,0,0,0,0,45,173,2339,858,11,3,6,0,1,0.3,141,1,11,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,de.egore911.versioning:versioning-web,9,112,56,225,2.8,0,27,10,172,1.5,0,172,820,11115,5148,72,3,45,0,2,0.5,1095,1,72,7,151,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388500389,0,0,0,0,0,0,0,2.43902439,0,0,0,0,0,0,0,2.43902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0.714285714,0,0,0,0.304232804
2474,de.fh_bielefeld:newsboard,0,51,0,72,4.3,0,10,0,0,0,0,47,186,2184,1587,0,1,0,0,1,0,0,1,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.376344086,0,0,0,0,0,0.630119723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0.119047619
2475,de.framey.lab.evil:EvilTentaclesOfDeath,0,26,58,526,30.7,0,6,0,0,0,0,31,87,2258,1110,58,1,0,0,1,2.2,797,1,58,0,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.603603604,0,0,0,192.3076923,0.900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,de.framey.lab.evil:SquishyTentacleFun,2,10,93,85,13.9,0,7,2,27,3.9,0,11,35,696,471,95,2,10,0,1,5.4,852,2,95,0,95,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.369426752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,de.hauschild.selenium-toys:selenium-toys,3,14,15,30,4,0,5,0,0,0,0,15,45,909,514,18,3,30,0,1,0.8,164,1,18,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67315175,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.714285714,0,0.833333333,0.362103175
2478,de.heckenmann:twitter-to-elasticsearch,0,9,21,37,7,0,4,0,0,0,0,10,50,711,399,21,1,0,0,1,1.1,166,1,21,0,31,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.2222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,de.hhu.stups.plues.dataeditor,0,69,19,202,3,0,13,2,44,0.5,0,68,763,8271,6618,19,1,0,0,1,0.1,170,1,19,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.242463958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0.119047619
2480,de.hhu.stups.plues.dataeditor:develop,1,80,15,158,2.8,0,17,0,0,0,0,78,737,7184,5572,16,2,2,0,1,0,83,1,16,0,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,de.hilling.lang.annotations:literal-generator,0,13,0,57,6.8,0,7,0,0,0,0,16,38,1006,367,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.92307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0.119047619
2482,de.hilling.lang.metamodel:metamodel-generator,0,15,2,59,8.2,0,8,0,0,0,0,20,58,913,418,2,1,0,0,1,0.1,10,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,de.htwg.sa.nmm:de.htwg.sa.nmm,17,54,123,101,3.2,0,17,10,381,9.5,0,56,417,4004,2796,146,5,365,0,2,2.3,2097,1,146,6,161,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,5,0,4,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.788268956,0,18.51851852,0,18.51851852,1.072961373,0,0,4.79616307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357653791,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.555555556,0,0,0.714285714,0,0,0.211640212
2484,de.hu_berlin.cchecker:de.hu_berlin.cchecker:CC-30,7,73,251,2015,31.5,0,24,8,36,0.4,0,72,431,8610,4257,259,4,60,0,2,2.1,2751,1,259,1,259,60,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,3,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.69863014,0,2.320185615,0,0,0,0,0,0,0,0,0.939628847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234907212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.714285714,0,1.666666667,0.396825397
2485,de.hu_berlin.cchecker:de.hu_berlin.cchecker:CC-30_mirror,7,73,182,2015,31.5,0,24,8,36,0.4,0,72,431,8610,4257,190,4,60,0,2,1.6,2061,1,190,1,265,62,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,3,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.69863014,0,2.320185615,0,0,0,0,0,0,0,0,0.939628847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234907212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.714285714,0,1.666666667,0.396825397
2486,de.intension.lizzy:lizzy,0,28,16,244,11.8,0,17,0,0,0,0,35,130,2850,1453,16,1,0,0,1,0.4,218,1,16,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688231246,0,0,0,178.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,de.interseroh.report:report-cockpit-birt-web,4,80,39,207,5.3,0,13,2,32,0.5,0,80,408,6555,3711,43,5,100,0,1,0.7,752,1,43,0,544,43,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,4,0,0,5,0,0,5,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5,0,1,1,1,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1.347345729,2.450980392,4.901960784,12.25490196,0,1.347345729,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,1.875,0,1.428571429,0,1.666666667,0.920965608
2488,de.interseroh.tmb:topmenubar-parent,2,40,57,357,10.6,0,31,0,0,0,0,48,122,4666,1442,65,3,10,0,1,0.4,390,1,65,0,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693481276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2489,de.isas.mztab:jmztabm,13,127,523,3318,20.6,0,32,29,680,2.4,0,138,727,21766,11508,536,3,195,0,1,1,3925,1,536,0,579,88,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,35,2,0,0,0,0,16,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.173792145,0,0,0,47.24409449,3.04136253,0,0,0,7.874015748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.8582677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,1.428571429,0,0,0.446428571
2490,de.iubh.fernstudium.isef:ticketsystem-mvc-app,0,65,9,427,8.3,0,19,6,172,2.6,4,73,557,6627,3673,9,1,0,0,1,0,86,1,9,0,166,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.181328546,0,0,0,0,184.6153846,0.272257011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0.238095238
2491,de.ixeption.classify:text-classify,0,33,29,69,5.3,0,14,0,0,0,0,30,109,1651,972,29,1,0,0,1,0.5,168,1,29,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057613169,0,0,0,0,1.028806584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,de.jakop:ngcalsync,31,55,146,584,17.1,0,17,0,0,0,2,46,297,5839,2572,177,5,415,0,1,0.9,725,1,177,0,184,40,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,12,0,0,0,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66562986,0,0,0,0,1.944012442,0,6.734006734,0,0,2.33281493,0,3.367003367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,1.875,0,0.714285714,0,0,0.524140212
2493,de.javatux:j4cups,1,36,25,1572,41.1,0,9,0,0,0,0,39,293,5975,2075,26,3,30,0,1,0.3,180,1,26,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.30375427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0.092592593
2494,de.javatux:j4cups:develop,0,35,12,1519,41.1,0,9,0,0,0,0,38,272,5759,1998,12,1,0,0,1,0.1,95,1,12,0,75,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.676470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0.092592593
2495,de.jfachwert:jfachwert,0,84,28,3463,39.6,0,15,4,52,0.2,0,89,748,13747,4816,28,1,0,0,1,0.2,297,1,28,0,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415282392,21.39037433,0,0,0,0,0,0,0,0,0,1.336898396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0.714285714,0.714285714,0,0.833333333,0.46957672
2496,de.jfachwert:jfachwert:develop,0,73,16,3192,39.2,0,15,0,0,0,0,88,701,12850,4492,16,1,0,0,1,0.1,142,1,16,0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445235975,7.132667618,0,2.853067047,0,0,0,0,0,0,0,1.426533524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0.714285714,0.714285714,0,0.833333333,0.562169312
